"Metadata_PlateID_Nuclei","Metadata_WellID_Nuclei","Children_Cells_Count_Nuclei","Metadata_Image_Metadata_Compound","Metadata_Image_Metadata_Concentration","probPos","probNeg"
"Week2_24161","D05",220,"ALLN",10.0,0.4636363636363636,0.5363636363636364
"Week2_24161","D06",338,"ALLN",3.0,0.09763313609467456,0.9023668639053255
"Week2_24161","D07",500,"ALLN",1.0,0.038,0.962
"Week2_24161","D08",545,"ALLN",0.3,0.005504587155963303,0.9944954128440366
"Week2_24161","D09",538,"ALLN",0.1,0.00929368029739777,0.9907063197026023
"Week2_24161","D10",555,"ALLN",0.03,0.0036036036036036037,0.9963963963963964
"Week2_24161","D11",106,"taxol",0.3,0.9905660377358491,0.009433962264150941
"Week2_24161","E02",90,"taxol",0.3,1.0,0.0
"Week2_24161","E03",238,"rapamycin",10.0,0.029411764705882353,0.9705882352941176
"Week2_24161","E04",443,"rapamycin",3.0,0.024830699774266364,0.9751693002257337
"Week2_24161","E05",555,"rapamycin",1.0,0.014414414414414415,0.9855855855855856
"Week2_24161","E06",628,"rapamycin",0.3,0.019077901430842606,0.9809220985691574
"Week2_24161","E07",520,"rapamycin",0.1,0.0019230769230769232,0.9980769230769231
"Week2_24161","E08",507,"rapamycin",0.03,0.027559055118110236,0.9724409448818898
"Week2_24161","E09",534,"rapamycin",0.01,0.011235955056179775,0.9887640449438202
"Week2_24161","E10",473,"rapamycin",0.003,0.03382663847780127,0.9661733615221987
"Week2_24161","E11",600,"DMSO",0.0,0.0,1.0
"Week2_24161","F02",102,"taxol",0.3,1.0,0.0
"Week2_24161","F03",130,"genistein",100.0,0.36153846153846153,0.6384615384615384
"Week2_24161","F04",251,"genistein",30.0,0.043824701195219126,0.9561752988047809
"Week2_24161","F05",417,"genistein",10.0,0.016786570743405275,0.9832134292565947
"Week2_24161","F06",612,"genistein",3.0,0.0016339869281045752,0.9983660130718954
"Week2_24161","F07",538,"genistein",1.0,0.00929368029739777,0.9907063197026023
"Week2_24161","F08",592,"genistein",0.3,0.006756756756756757,0.9932432432432432
"Week2_24161","F09",534,"genistein",0.1,0.007476635514018692,0.9925233644859813
"Week2_24161","F10",607,"genistein",0.03,0.013179571663920923,0.9868204283360791
"Week2_24161","F11",626,"DMSO",0.0,0.003194888178913738,0.9968051118210862
"Week2_24161","G02",105,"taxol",0.3,0.9904761904761905,0.00952380952380949
"Week2_24161","G03",341,"methotrexate",10.0,0.01466275659824047,0.9853372434017595
"Week2_24161","G04",430,"methotrexate",3.0,0.01627906976744186,0.9837209302325581
"Week2_24161","G05",456,"methotrexate",1.0,0.006578947368421052,0.993421052631579
"Week2_24161","G06",430,"methotrexate",0.3,0.013953488372093023,0.986046511627907
"Week2_24161","G07",564,"methotrexate",0.1,0.0070921985815602835,0.9929078014184397
"Week2_24161","G08",448,"methotrexate",0.03,0.008928571428571428,0.9910714285714286
"Week2_24161","G09",418,"methotrexate",0.01,0.014354066985645933,0.9856459330143541
"Week2_24161","G10",498,"methotrexate",0.003,0.01606425702811245,0.9839357429718876
"Week2_24161","G11",540,"DMSO",0.0,0.0,1.0
"Week2_24361","B02",1149,"DMSO",0.0,0.0,1.0
"Week2_24361","B03",26,"jasplakinolide",1.0,0.5384615384615384,0.46153846153846156
"Week2_24361","B04",80,"jasplakinolide",0.3,0.1,0.9
"Week2_24361","B05",480,"jasplakinolide",0.1,0.14137214137214138,0.8586278586278586
"Week2_24361","B06",886,"jasplakinolide",0.03,0.007900677200902935,0.9920993227990971
"Week2_24361","B07",804,"jasplakinolide",0.01,0.008706467661691543,0.9912935323383084
"Week2_24361","B08",1278,"jasplakinolide",0.003,0.001564945226917058,0.9984350547730829
"Week2_24361","B09",803,"jasplakinolide",0.001,0.0024906600249066002,0.9975093399750934
"Week2_24361","B10",715,"jasplakinolide",3.0E-4,0.0013986013986013986,0.9986013986013986
"Week2_24361","B11",124,"taxol",0.3,0.9354838709677419,0.06451612903225812
"Week2_24361","C02",1099,"DMSO",0.0,0.0,1.0
"Week2_24361","C03",10,"MG-132",100.0,0.8,0.19999999999999996
"Week2_24361","C04",4,"MG-132",30.0,0.75,0.25
"Week2_24361","C05",25,"MG-132",10.0,0.48,0.52
"Week2_24361","C06",37,"MG-132",3.0,0.40540540540540543,0.5945945945945945
"Week2_24361","C07",216,"MG-132",1.0,0.08796296296296297,0.912037037037037
"Week2_24361","C08",256,"MG-132",0.3,0.12890625,0.87109375
"Week2_24361","C09",184,"MG-132",0.1,0.10326086956521739,0.8967391304347826
"Week2_24361","C10",1056,"MG-132",0.03,9.46969696969697E-4,0.9990530303030303
"Week2_24361","C11",237,"taxol",0.3,0.890295358649789,0.10970464135021096
"Week2_24361","D02",1099,"DMSO",0.0,0.0,1.0
"Week2_24361","D03",217,"roscovitine",10.0,0.2857142857142857,0.7142857142857143
"Week2_24361","D04",758,"roscovitine",3.0,0.002638522427440633,0.9973614775725593
"Week2_24361","D05",1126,"roscovitine",1.0,0.0,1.0
"Week2_24361","D06",842,"roscovitine",0.3,0.0,1.0
"Week2_24361","D07",732,"roscovitine",0.1,0.0,1.0
"Week2_24361","D08",800,"roscovitine",0.03,0.0,1.0
"Week2_24361","D09",860,"roscovitine",0.01,0.0,1.0
"Week2_24361","D10",963,"roscovitine",0.003,0.0010384215991692627,0.9989615784008308
"Week2_24361","D11",128,"taxol",0.3,0.9453125,0.0546875
"Week2_24361","E02",180,"taxol",0.3,0.8333333333333334,0.16666666666666663
"Week2_24361","E03",339,"herbimycin A",10.0,0.014749262536873156,0.9852507374631269
"Week2_24361","E04",275,"herbimycin A",3.0,0.007272727272727273,0.9927272727272727
"Week2_24361","E05",484,"herbimycin A",1.0,0.006198347107438017,0.993801652892562
"Week2_24361","E06",753,"herbimycin A",0.3,0.0,1.0
"Week2_24361","E07",794,"herbimycin A",0.1,0.0,1.0
"Week2_24361","E08",584,"herbimycin A",0.03,0.0,1.0
"Week2_24361","E09",1019,"herbimycin A",0.01,0.001962708537782139,0.9980372914622179
"Week2_24361","E10",959,"herbimycin A",0.003,0.0010427528675703858,0.9989572471324296
"Week2_24361","E11",1207,"DMSO",0.0,0.0,1.0
"Week2_24361","F02",192,"taxol",0.3,0.8645833333333334,0.13541666666666663
"Week2_24361","F03",17,"AZ-B",30.0,0.8235294117647058,0.17647058823529416
"Week2_24361","F04",181,"AZ-B",10.0,0.0055248618784530384,0.994475138121547
"Week2_24361","F05",329,"AZ-B",3.0,0.015197568389057751,0.9848024316109423
"Week2_24361","F06",698,"AZ-B",1.0,0.0,1.0
"Week2_24361","F07",932,"AZ-B",0.3,0.0,1.0
"Week2_24361","F08",586,"AZ-B",0.1,0.0,1.0
"Week2_24361","F09",1269,"AZ-B",0.03,0.0,1.0
"Week2_24361","F10",962,"AZ-B",0.01,0.0010395010395010396,0.998960498960499
"Week2_24361","F11",1054,"DMSO",0.0,9.487666034155598E-4,0.9990512333965844
"Week2_24361","G02",228,"taxol",0.3,0.7587719298245614,0.24122807017543857
"Week2_24361","G03",14,"brefeldin A",10.0,0.5,0.5
"Week2_24361","G04",13,"brefeldin A",3.0,0.6923076923076923,0.3076923076923077
"Week2_24361","G05",5,"brefeldin A",1.0,0.2,0.8
"Week2_24361","G06",30,"brefeldin A",0.3,0.8666666666666667,0.1333333333333333
"Week2_24361","G07",10,"brefeldin A",0.1,0.8,0.19999999999999996
"Week2_24361","G08",655,"brefeldin A",0.03,0.0015267175572519084,0.9984732824427481
"Week2_24361","G09",814,"brefeldin A",0.01,0.0012285012285012285,0.9987714987714987
"Week2_24361","G10",762,"brefeldin A",0.003,0.0026246719160104987,0.9973753280839895
"Week2_24361","G11",950,"DMSO",0.0,0.0,1.0
"Week2_24381","B02",534,"DMSO",0.0,0.0018726591760299626,0.99812734082397
"Week2_24381","B03",207,"jasplakinolide",1.0,0.15458937198067632,0.8454106280193237
"Week2_24381","B04",88,"jasplakinolide",0.3,0.1590909090909091,0.8409090909090909
"Week2_24381","B05",150,"jasplakinolide",0.1,0.3333333333333333,0.6666666666666667
"Week2_24381","B06",241,"jasplakinolide",0.03,0.0954356846473029,0.9045643153526971
"Week2_24381","B07",241,"jasplakinolide",0.01,0.03319502074688797,0.966804979253112
"Week2_24381","B08",292,"jasplakinolide",0.003,0.0273972602739726,0.9726027397260274
"Week2_24381","B09",322,"jasplakinolide",0.001,0.043478260869565216,0.9565217391304348
"Week2_24381","B10",457,"jasplakinolide",3.0E-4,0.030634573304157548,0.9693654266958425
"Week2_24381","B11",73,"taxol",0.3,1.0,0.0
"Week2_24381","C02",281,"DMSO",0.0,0.010676156583629894,0.9893238434163701
"Week2_24381","C03",171,"MG-132",100.0,0.3216374269005848,0.6783625730994152
"Week2_24381","C04",152,"MG-132",30.0,0.6447368421052632,0.35526315789473684
"Week2_24381","C05",124,"MG-132",10.0,0.7983870967741935,0.2016129032258065
"Week2_24381","C06",147,"MG-132",3.0,0.42857142857142855,0.5714285714285714
"Week2_24381","C07",142,"MG-132",1.0,0.1619718309859155,0.8380281690140845
"Week2_24381","C08",192,"MG-132",0.3,0.3229166666666667,0.6770833333333333
"Week2_24381","C09",143,"MG-132",0.1,0.3356643356643357,0.6643356643356644
"Week2_24381","C10",259,"MG-132",0.03,0.05405405405405406,0.9459459459459459
"Week2_24381","C11",67,"taxol",0.3,1.0,0.0
"Week2_24381","D02",463,"DMSO",0.0,0.0,1.0
"Week2_24381","D03",153,"roscovitine",10.0,0.19607843137254902,0.803921568627451
"Week2_24381","D04",180,"roscovitine",3.0,0.1111111111111111,0.8888888888888888
"Week2_24381","D05",286,"roscovitine",1.0,0.017482517482517484,0.9825174825174825
"Week2_24381","D06",284,"roscovitine",0.3,0.07042253521126761,0.9295774647887324
"Week2_24381","D07",266,"roscovitine",0.1,0.022556390977443608,0.9774436090225564
"Week2_24381","D08",448,"roscovitine",0.03,0.022321428571428572,0.9776785714285714
"Week2_24381","D09",280,"roscovitine",0.01,0.017857142857142856,0.9821428571428571
"Week2_24381","D10",318,"roscovitine",0.003,0.015723270440251572,0.9842767295597484
"Week2_24381","D11",51,"taxol",0.3,1.0,0.0
"Week2_24381","E02",36,"taxol",0.3,1.0,0.0
"Week2_24381","E03",88,"herbimycin A",10.0,0.3522727272727273,0.6477272727272727
"Week2_24381","E04",128,"herbimycin A",3.0,0.34375,0.65625
"Week2_24381","E05",205,"herbimycin A",1.0,0.05853658536585366,0.9414634146341463
"Week2_24381","E06",301,"herbimycin A",0.3,0.009966777408637873,0.9900332225913622
"Week2_24381","E07",340,"herbimycin A",0.1,0.014705882352941176,0.9852941176470589
"Week2_24381","E08",310,"herbimycin A",0.03,0.035483870967741936,0.964516129032258
"Week2_24381","E09",269,"herbimycin A",0.01,0.10037174721189591,0.8996282527881041
"Week2_24381","E10",357,"herbimycin A",0.003,0.0392156862745098,0.9607843137254902
"Week2_24381","E11",427,"DMSO",0.0,0.00234192037470726,0.9976580796252927
"Week2_24381","F02",42,"taxol",0.3,1.0,0.0
"Week2_24381","F03",49,"AZ-B",30.0,0.7142857142857143,0.2857142857142857
"Week2_24381","F04",319,"AZ-B",10.0,0.05329153605015674,0.9467084639498433
"Week2_24381","F05",404,"AZ-B",3.0,0.03712871287128713,0.9628712871287128
"Week2_24381","F06",228,"AZ-B",1.0,0.043859649122807015,0.956140350877193
"Week2_24381","F07",399,"AZ-B",0.3,0.022556390977443608,0.9774436090225564
"Week2_24381","F08",312,"AZ-B",0.1,0.04807692307692308,0.9519230769230769
"Week2_24381","F09",369,"AZ-B",0.03,0.05420054200542006,0.94579945799458
"Week2_24381","F10",327,"AZ-B",0.01,0.04892966360856269,0.9510703363914373
"Week2_24381","F11",334,"DMSO",0.0,0.0,1.0
"Week2_24381","G02",56,"taxol",0.3,1.0,0.0
"Week2_24381","G03",103,"brefeldin A",10.0,0.7281553398058253,0.27184466019417475
"Week2_24381","G04",117,"brefeldin A",3.0,0.8803418803418803,0.11965811965811968
"Week2_24381","G05",71,"brefeldin A",1.0,0.5774647887323944,0.4225352112676056
"Week2_24381","G06",148,"brefeldin A",0.3,0.13513513513513514,0.8648648648648649
"Week2_24381","G07",219,"brefeldin A",0.1,0.1004566210045662,0.8995433789954338
"Week2_24381","G08",335,"brefeldin A",0.03,0.029850746268656716,0.9701492537313433
"Week2_24381","G09",436,"brefeldin A",0.01,0.05733944954128441,0.9426605504587156
"Week2_24381","G10",410,"brefeldin A",0.003,0.01951219512195122,0.9804878048780488
"Week2_24381","G11",437,"DMSO",0.0,0.011441647597254004,0.988558352402746
"Week2_24401","B02",523,"DMSO",0.0,0.0038240917782026767,0.9961759082217974
"Week2_24401","B03",235,"jasplakinolide",1.0,0.2680851063829787,0.7319148936170212
"Week2_24401","B04",229,"jasplakinolide",0.3,0.18777292576419213,0.8122270742358079
"Week2_24401","B05",334,"jasplakinolide",0.1,0.11976047904191617,0.8802395209580838
"Week2_24401","B06",430,"jasplakinolide",0.03,0.030232558139534883,0.9697674418604652
"Week2_24401","B07",354,"jasplakinolide",0.01,0.02824858757062147,0.9717514124293786
"Week2_24401","B08",548,"jasplakinolide",0.003,0.0036496350364963502,0.9963503649635036
"Week2_24401","B09",647,"jasplakinolide",0.001,0.013910355486862442,0.9860896445131375
"Week2_24401","B10",453,"jasplakinolide",3.0E-4,0.024282560706401765,0.9757174392935982
"Week2_24401","B11",105,"taxol",0.3,1.0,0.0
"Week2_24401","C02",520,"DMSO",0.0,0.0,1.0
"Week2_24401","C03",174,"MG-132",100.0,0.5057471264367817,0.49425287356321834
"Week2_24401","C04",241,"MG-132",30.0,0.3817427385892116,0.6182572614107884
"Week2_24401","C05",213,"MG-132",10.0,0.37089201877934275,0.6291079812206573
"Week2_24401","C06",182,"MG-132",3.0,0.36813186813186816,0.6318681318681318
"Week2_24401","C07",200,"MG-132",1.0,0.15,0.85
"Week2_24401","C08",338,"MG-132",0.3,0.1952662721893491,0.8047337278106509
"Week2_24401","C09",302,"MG-132",0.1,0.15562913907284767,0.8443708609271523
"Week2_24401","C10",382,"MG-132",0.03,0.013089005235602094,0.9869109947643979
"Week2_24401","C11",101,"taxol",0.3,0.9900990099009901,0.00990099009900991
"Week2_24401","D02",610,"DMSO",0.0,0.0,1.0
"Week2_24401","D03",252,"roscovitine",10.0,0.11507936507936507,0.8849206349206349
"Week2_24401","D04",358,"roscovitine",3.0,0.07541899441340782,0.9245810055865922
"Week2_24401","D05",597,"roscovitine",1.0,0.01507537688442211,0.9849246231155779
"Week2_24401","D06",358,"roscovitine",0.3,0.0335195530726257,0.9664804469273743
"Week2_24401","D07",469,"roscovitine",0.1,0.019189765458422176,0.9808102345415778
"Week2_24401","D08",441,"roscovitine",0.03,0.006802721088435374,0.9931972789115646
"Week2_24401","D09",515,"roscovitine",0.01,0.013592233009708738,0.9864077669902913
"Week2_24401","D10",551,"roscovitine",0.003,0.014519056261343012,0.985480943738657
"Week2_24401","D11",40,"taxol",0.3,0.975,0.025000000000000022
"Week2_24401","E02",114,"taxol",0.3,0.6666666666666666,0.33333333333333337
"Week2_24401","E03",228,"herbimycin A",10.0,0.08771929824561403,0.9122807017543859
"Week2_24401","E04",231,"herbimycin A",3.0,0.11255411255411256,0.8874458874458875
"Week2_24401","E05",480,"herbimycin A",1.0,0.008298755186721992,0.991701244813278
"Week2_24401","E06",561,"herbimycin A",0.3,0.008912655971479501,0.9910873440285205
"Week2_24401","E07",466,"herbimycin A",0.1,0.008583690987124463,0.9914163090128756
"Week2_24401","E08",268,"herbimycin A",0.03,0.0037313432835820895,0.996268656716418
"Week2_24401","E09",542,"herbimycin A",0.01,0.014760147601476014,0.985239852398524
"Week2_24401","E10",602,"herbimycin A",0.003,0.0049833887043189366,0.9950166112956811
"Week2_24401","E11",551,"DMSO",0.0,0.003629764065335753,0.9963702359346642
"Week2_24401","F02",74,"taxol",0.3,0.9864864864864865,0.013513513513513487
"Week2_24401","F03",114,"AZ-B",30.0,0.38596491228070173,0.6140350877192983
"Week2_24401","F04",479,"AZ-B",10.0,0.010438413361169102,0.9895615866388309
"Week2_24401","F05",497,"AZ-B",3.0,0.018108651911468814,0.9818913480885312
"Week2_24401","F06",451,"AZ-B",1.0,0.004434589800443459,0.9955654101995566
"Week2_24401","F07",470,"AZ-B",0.3,0.014893617021276596,0.9851063829787234
"Week2_24401","F08",555,"AZ-B",0.1,0.0036036036036036037,0.9963963963963964
"Week2_24401","F09",635,"AZ-B",0.03,0.014173228346456693,0.9858267716535433
"Week2_24401","F10",628,"AZ-B",0.01,0.009554140127388535,0.9904458598726115
"Week2_24401","F11",577,"DMSO",0.0,0.0,1.0
"Week2_24401","G02",105,"taxol",0.3,1.0,0.0
"Week2_24401","G03",143,"brefeldin A",10.0,0.6293706293706294,0.3706293706293706
"Week2_24401","G04",143,"brefeldin A",3.0,0.46853146853146854,0.5314685314685315
"Week2_24401","G05",168,"brefeldin A",1.0,0.44047619047619047,0.5595238095238095
"Week2_24401","G06",109,"brefeldin A",0.3,0.43119266055045874,0.5688073394495412
"Week2_24401","G07",309,"brefeldin A",0.1,0.2588996763754045,0.7411003236245954
"Week2_24401","G08",487,"brefeldin A",0.03,0.022587268993839837,0.9774127310061602
"Week2_24401","G09",601,"brefeldin A",0.01,0.016638935108153077,0.9833610648918469
"Week2_24401","G10",584,"brefeldin A",0.003,0.010273972602739725,0.9897260273972602
"Week2_24401","G11",618,"DMSO",0.0,0.0,1.0
"Week3_25421","B02",810,"DMSO",0.0,0.0012345679012345679,0.9987654320987654
"Week3_25421","B03",203,"vincristine",10.0,0.8719211822660099,0.1280788177339901
"Week3_25421","B04",278,"vincristine",3.0,0.6618705035971223,0.3381294964028777
"Week3_25421","B05",291,"vincristine",1.0,0.5601374570446735,0.43986254295532645
"Week3_25421","B06",287,"vincristine",0.3,0.30313588850174217,0.6968641114982579
"Week3_25421","B07",266,"vincristine",0.1,0.37218045112781956,0.6278195488721805
"Week3_25421","B08",306,"vincristine",0.03,0.1568627450980392,0.8431372549019608
"Week3_25421","B09",311,"vincristine",0.01,0.5897435897435898,0.41025641025641024
"Week3_25421","B10",393,"vincristine",0.003,0.21374045801526717,0.7862595419847328
"Week3_25421","B11",199,"taxol",0.3,1.0,0.0
"Week3_25421","C02",763,"DMSO",0.0,0.002621231979030144,0.9973787680209698
"Week3_25421","C03",49,"staurosporine",1.0,0.8775510204081632,0.12244897959183676
"Week3_25421","C04",31,"staurosporine",0.3,0.9354838709677419,0.06451612903225812
"Week3_25421","C05",5,"staurosporine",0.1,0.8,0.19999999999999996
"Week3_25421","C06",99,"staurosporine",0.03,0.9191919191919192,0.08080808080808077
"Week3_25421","C07",301,"staurosporine",0.01,0.8438538205980066,0.15614617940199338
"Week3_25421","C08",561,"staurosporine",0.003,0.36363636363636365,0.6363636363636364
"Week3_25421","C09",748,"staurosporine",0.001,0.10561497326203209,0.8943850267379679
"Week3_25421","C10",835,"staurosporine",3.0E-4,0.06826347305389222,0.9317365269461078
"Week3_25421","C11",276,"taxol",0.3,0.9963768115942029,0.0036231884057971175
"Week3_25421","D02",858,"DMSO",0.0,0.0,1.0
"Week3_25421","D03",270,"AZ-C",1.0,0.9518518518518518,0.04814814814814816
"Week3_25421","D04",210,"AZ-C",0.3,0.8333333333333334,0.16666666666666663
"Week3_25421","D05",257,"AZ-C",0.1,0.8793774319066148,0.12062256809338523
"Week3_25421","D06",289,"AZ-C",0.03,0.7785467128027682,0.22145328719723179
"Week3_25421","D07",285,"AZ-C",0.01,0.7403508771929824,0.2596491228070176
"Week3_25421","D08",276,"AZ-C",0.003,0.7717391304347826,0.2282608695652174
"Week3_25421","D09",408,"AZ-C",0.001,0.375,0.625
"Week3_25421","D10",856,"AZ-C",3.0E-4,0.0011682242990654205,0.9988317757009346
"Week3_25421","D11",243,"taxol",0.3,1.0,0.0
"Week3_25421","E02",223,"taxol",0.3,0.9955156950672646,0.004484304932735439
"Week3_25421","E03",252,"AZ841",30.0,0.373015873015873,0.626984126984127
"Week3_25421","E04",431,"AZ841",10.0,0.21345707656612528,0.7865429234338748
"Week3_25421","E05",555,"AZ841",3.0,0.007207207207207207,0.9927927927927928
"Week3_25421","E06",554,"AZ841",1.0,0.03963963963963964,0.9603603603603603
"Week3_25421","E07",437,"AZ841",0.3,0.018306636155606407,0.9816933638443935
"Week3_25421","E08",582,"AZ841",0.1,0.010309278350515464,0.9896907216494846
"Week3_25421","E09",425,"AZ841",0.03,0.01411764705882353,0.9858823529411764
"Week3_25421","E10",573,"AZ841",0.01,0.006980802792321117,0.9930191972076788
"Week3_25421","E11",1219,"DMSO",0.0,0.0,1.0
"Week3_25421","F02",181,"taxol",0.3,1.0,0.0
"Week3_25421","F03",410,"etoposide",30.0,0.012106537530266344,0.9878934624697336
"Week3_25421","F04",455,"etoposide",10.0,0.002197802197802198,0.9978021978021978
"Week3_25421","F05",564,"etoposide",3.0,0.0,1.0
"Week3_25421","F06",680,"etoposide",1.0,0.0,1.0
"Week3_25421","F07",715,"etoposide",0.3,0.0,1.0
"Week3_25421","F08",864,"etoposide",0.1,0.004629629629629629,0.9953703703703703
"Week3_25421","F09",1006,"etoposide",0.03,0.0,1.0
"Week3_25421","F10",975,"etoposide",0.01,0.0,1.0
"Week3_25421","F11",1066,"DMSO",0.0,0.0,1.0
"Week3_25421","G02",215,"taxol",0.3,0.9953488372093023,0.0046511627906976605
"Week3_25421","G03",538,"UO-126",30.0,0.04275092936802974,0.9572490706319703
"Week3_25421","G04",825,"UO-126",10.0,0.0,1.0
"Week3_25421","G05",956,"UO-126",3.0,0.0010460251046025104,0.9989539748953975
"Week3_25421","G06",859,"UO-126",1.0,0.008149010477299184,0.9918509895227008
"Week3_25421","G07",764,"UO-126",0.3,0.0,1.0
"Week3_25421","G08",916,"UO-126",0.1,0.0054585152838427945,0.9945414847161572
"Week3_25421","G09",1109,"UO-126",0.03,0.0,1.0
"Week3_25421","G10",862,"UO-126",0.01,0.008120649651972157,0.9918793503480279
"Week3_25421","G11",1038,"DMSO",0.0,0.0019267822736030828,0.9980732177263969
"Week3_25441","B02",884,"DMSO",0.0,0.0,1.0
"Week3_25441","B03",218,"vincristine",10.0,0.8486238532110092,0.1513761467889908
"Week3_25441","B04",186,"vincristine",3.0,0.6989247311827957,0.30107526881720426
"Week3_25441","B05",209,"vincristine",1.0,0.5167464114832536,0.4832535885167464
"Week3_25441","B06",207,"vincristine",0.3,0.4492753623188406,0.5507246376811594
"Week3_25441","B07",185,"vincristine",0.1,0.4702702702702703,0.5297297297297296
"Week3_25441","B08",206,"vincristine",0.03,0.3155339805825243,0.6844660194174756
"Week3_25441","B09",220,"vincristine",0.01,0.3181818181818182,0.6818181818181819
"Week3_25441","B10",222,"vincristine",0.003,0.31981981981981983,0.6801801801801801
"Week3_25441","B11",194,"taxol",0.3,0.9948453608247423,0.005154639175257714
"Week3_25441","C02",797,"DMSO",0.0,0.0,1.0
"Week3_25441","C03",92,"staurosporine",1.0,0.9021739130434783,0.09782608695652173
"Week3_25441","C04",27,"staurosporine",0.3,0.8888888888888888,0.11111111111111116
"Week3_25441","C05",26,"staurosporine",0.1,0.8076923076923077,0.1923076923076923
"Week3_25441","C06",68,"staurosporine",0.03,0.8088235294117647,0.19117647058823528
"Week3_25441","C07",375,"staurosporine",0.01,0.544,0.45599999999999996
"Week3_25441","C08",524,"staurosporine",0.003,0.15458015267175573,0.8454198473282443
"Week3_25441","C09",666,"staurosporine",0.001,0.07507507507507508,0.924924924924925
"Week3_25441","C10",687,"staurosporine",3.0E-4,0.06695778748180495,0.9330422125181951
"Week3_25441","C11",215,"taxol",0.3,0.9906976744186047,0.009302325581395321
"Week3_25441","D02",914,"DMSO",0.0,0.0,1.0
"Week3_25441","D03",263,"AZ-C",1.0,0.8326996197718631,0.16730038022813687
"Week3_25441","D04",265,"AZ-C",0.3,0.6679245283018868,0.33207547169811324
"Week3_25441","D05",259,"AZ-C",0.1,0.6988416988416989,0.3011583011583011
"Week3_25441","D06",352,"AZ-C",0.03,0.6704545454545454,0.3295454545454546
"Week3_25441","D07",243,"AZ-C",0.01,0.7736625514403292,0.22633744855967075
"Week3_25441","D08",275,"AZ-C",0.003,0.6581818181818182,0.3418181818181818
"Week3_25441","D09",268,"AZ-C",0.001,0.7985074626865671,0.20149253731343286
"Week3_25441","D10",904,"AZ-C",3.0E-4,0.0011061946902654867,0.9988938053097345
"Week3_25441","D11",224,"taxol",0.3,0.9955357142857143,0.004464285714285698
"Week3_25441","E02",195,"taxol",0.3,0.9948717948717949,0.00512820512820511
"Week3_25441","E03",226,"AZ841",30.0,0.34513274336283184,0.6548672566371682
"Week3_25441","E04",426,"AZ841",10.0,0.06572769953051644,0.9342723004694835
"Week3_25441","E05",547,"AZ841",3.0,0.0018181818181818182,0.9981818181818182
"Week3_25441","E06",441,"AZ841",1.0,0.009070294784580499,0.9909297052154195
"Week3_25441","E07",507,"AZ841",0.3,0.00984251968503937,0.9901574803149606
"Week3_25441","E08",508,"AZ841",0.1,0.003929273084479371,0.9960707269155207
"Week3_25441","E09",472,"AZ841",0.03,0.025423728813559324,0.9745762711864406
"Week3_25441","E10",523,"AZ841",0.01,0.0076481835564053535,0.9923518164435946
"Week3_25441","E11",899,"DMSO",0.0,0.0,1.0
"Week3_25441","F02",204,"taxol",0.3,0.9901960784313726,0.009803921568627416
"Week3_25441","F03",472,"etoposide",30.0,0.006355932203389831,0.9936440677966102
"Week3_25441","F04",411,"etoposide",10.0,0.0,1.0
"Week3_25441","F05",576,"etoposide",3.0,0.0,1.0
"Week3_25441","F06",648,"etoposide",1.0,0.0,1.0
"Week3_25441","F07",617,"etoposide",0.3,0.0032414910858995136,0.9967585089141004
"Week3_25441","F08",833,"etoposide",0.1,0.0,1.0
"Week3_25441","F09",823,"etoposide",0.03,0.0,1.0
"Week3_25441","F10",909,"etoposide",0.01,0.0,1.0
"Week3_25441","F11",820,"DMSO",0.0,0.0,1.0
"Week3_25441","G02",202,"taxol",0.3,0.9801980198019802,0.01980198019801982
"Week3_25441","G03",563,"UO-126",30.0,0.05150976909413854,0.9484902309058615
"Week3_25441","G04",803,"UO-126",10.0,0.0024906600249066002,0.9975093399750934
"Week3_25441","G05",962,"UO-126",3.0,0.0010395010395010396,0.998960498960499
"Week3_25441","G06",840,"UO-126",1.0,0.0011904761904761906,0.9988095238095238
"Week3_25441","G07",935,"UO-126",0.3,0.0,1.0
"Week3_25441","G08",872,"UO-126",0.1,0.0034403669724770644,0.9965596330275229
"Week3_25441","G09",1045,"UO-126",0.03,0.0,1.0
"Week3_25441","G10",939,"UO-126",0.01,0.004259850905218318,0.9957401490947817
"Week3_25441","G11",867,"DMSO",0.0,0.0,1.0
"Week3_25461","B02",993,"DMSO",0.0,0.0,1.0
"Week3_25461","B03",219,"vincristine",10.0,0.8904109589041096,0.1095890410958904
"Week3_25461","B04",198,"vincristine",3.0,0.7121212121212122,0.28787878787878785
"Week3_25461","B05",237,"vincristine",1.0,0.459915611814346,0.5400843881856541
"Week3_25461","B06",182,"vincristine",0.3,0.3626373626373626,0.6373626373626373
"Week3_25461","B07",223,"vincristine",0.1,0.5201793721973094,0.47982062780269064
"Week3_25461","B08",190,"vincristine",0.03,0.3894736842105263,0.6105263157894737
"Week3_25461","B09",300,"vincristine",0.01,0.2866666666666667,0.7133333333333334
"Week3_25461","B10",307,"vincristine",0.003,0.21172638436482086,0.7882736156351792
"Week3_25461","B11",203,"taxol",0.3,1.0,0.0
"Week3_25461","C02",922,"DMSO",0.0,0.0,1.0
"Week3_25461","C03",32,"staurosporine",1.0,0.875,0.125
"Week3_25461","C04",27,"staurosporine",0.3,0.8888888888888888,0.11111111111111116
"Week3_25461","C05",2,"staurosporine",0.1,0.5,0.5
"Week3_25461","C06",7,"staurosporine",0.03,1.0,0.0
